,español,ingles
2190, un ejemplo de tenacidad. Nacio como esclava en 1818 en Virginia y pronto experimento una vida de dificultades y abuso. Se le encargo el cuidado de un bebe cuando apenas contaba con cuatro años de edad y a los cinco años la azotaron por haber tumbado la cuna del bebe. Se le separo de su padre,an example of tenacity. She was born a slave in 1818 in Virginia and soon experienced a life of difficulties and abuse. She was given the care of a baby when she was barely four years old and when she was five years old she was whipped for having pulled the baby's crib. He was separated from his father
2191, sufrio abuso sexual y sus amos le dijeron en repetidas ocasiones que ella nunca valdria nada. Desde temptana edad,She suffered sexual abuse and her masters told her repeatedly that she would never be worth anything. Since early age
2192, conocio con dolor la siruacion de los que vivian en esclavitud. En su autobiografia escribio:  Cuando tenia como siete años presencie por primera vez la venta de un ser humano... El amo habia comprado sus cerdos para el invierno,"he knew with pain the service of those who lived in slavery. In his autobiography he wrote: When I was about seven years old, I witnessed for the first time the sale of a human being ... The master had bought his pigs for the winter"
2193, y no tenia dinero suficiente para pagarlos. Para evitar el bochorno le fue necesario vender uno de sus esclavos. El Pequeño Joe,and I did not have enough money to pay for them. To avoid the embarrassment it was necessary to sell one of his slaves. Little Joe
2194, el hijo del cocinero,the cook's son
2195, fue escogido como la victima. Ordenaron a su madre vestirle con sus mejores ropas y enviarlo a la casa. Llego con un semblante resplandeciente,He was chosen as the victim. They ordered his mother to dress him in his best clothes and send him home. I arrive with a resplendent countenance
2196, lo pusieton sobre la balanza y  174  La pregunta de la tenacidad:  Me estoy acercando a mi sueño?  fue vendido,I put it on the scale and the question of tenacity: I'm getting closer to my dream? It was sold
2197, tal como los cerdos,just like the pigs
2198, a tanto por libra. Nunca dijeron a su madre de la transaccion,to so much per pound. They never told their mother about the transaction
2199, mas sus sospechas se despertaron. Cuando su hijo partio hacia Petersburgo en la carreta,but his suspicions awoke. When his son left for Petersburg on the wagon
2200, la verdad empezo a esclarecerse en su mente y ella rogo tristemente que su hijo no le fuera quitado,the truth began to clear up in her mind and she prayed sadly that her son was not taken away
2201, pero su amo la acallo diciendole que el niño sencillamente iba al pueblo con la catteta y que regresaria por la mañana. La mañana llego,but his master silenced her saying that the boy simply went to town with the catheta and that he would return in the morning. The morning arrived
2202, pero el Pequeño Joe no fue devuelto a su madte. Mañana tras mañana paso,but Little Joe was not returned to his madte. Tomorrow after tomorrow I pass
2203, y su madre fue a la tumba sin nunca mas volvet a vetlo. Un dia fue azotada por dolerse de su hijo perdido. Al Coronel Burwell [su amo] nunca le gustaba vet a uno de sus esclavos con un semblante triste. 1  Kecldy tuvo una vida dificil,and his mother went to the grave without ever going back to vetl. One day she was scourged for grieving for her lost son. Colonel Burwell [his master] never liked to see one of his slaves with a sad face. 1 Kecldy had a hard life
2204, la cual describe como haber asistido a la escuela duta. Dio a luz a un hijo despues de haber sido violada por un hombre blanco. A menudo se le exigia que hiciera la labor correspondiente a tres personas,which describes how to have attended the duta school. She gave birth to a son after being raped by a white man. He was often required to do the work for three people
2205, pero tambien era sumamente tenaz y aprovecho sus oportunidades al maximo. Aprendio a leer y escribir. Desarrollo una habilidad como costurera,but he was also very tenacious and I take advantage of his opportunities to the fullest. He learned to read and write. I develop a skill as a seamstress
2206, luego de haber aprendido de su madre a los seis años de edad,after learning from his mother at six years of age
2207, y desarrollo la inclinacion por los negocios,and I developed the inclination for business
2208, la cual utilizo en ultima instancia para cambiar su vida.  SUEÑOS DE LIBERTAD  Kecldy se crio en una zona rural. Sin embargo,which I ultimately use to change your life. DREAMS OF FREEDOM Kecldy grew up in a rural area. But nevertheless
2209, cuando la familia que ella servia se traslado al pueblo de Petersburgo,when the family she served moved to the town of Petersburg
2210, Virginia,Virginia
2211, sucedio algo importante. Kecldy,Something important happened. Kecldy
2212, que tenia veintitantos años de edad,that he was in his twenties
2213, vio el potencial de tornarse en empresaria. Aproximadamente la mitad de la poblacion de Petersburgo era de raza negra,He saw the potential to become a businesswoman. Approximately half of the population of Petersburg was black
2214, y mas o menos la tercera parte de esos individuos eran libres. 2 Mientras viajaba por  U.S  !-Vive tvi sueño!  la ciudad,and about a third of those individuals were free. 2 While traveling by U.S! -Vive tvi dream! the city
2215, descubrio que muchas de las personas negras libres eran mujeres solteras que tenian propiedades y manejaban un negocio propio. Kecldy vio posibilidades para si misma porque para ese entonces se habia desarrollado como modista de alta costura. Un sueño empezo a sembrarse en ella. Siendo una eterna pragma- tista,he discovered that many of the free black people were single women who owned property and ran a business of their own. Kecldy saw possibilities for herself because by then she had developed as a haute couture fashionista. A dream began to be sown in her. Being an eternal pragmatist
2216, hasta ese entonces siempre habia logrado aprovechar lo mejor posible su vida como esclava,"Until then, she had always managed to make the most of her life as a slave."
2217, vencer el abuso,beat the abuse
2218, trabajar duro y vivir con integridad. Ahora,Work hard and live with integrity. Now
2219, por primera vez,for the first time
2220, consideraba la posibilidad de algun dia obtener su libertad y rrabajar para si misma. La profe- sora de Harvard,I considered the possibility of someday obtaining their freedom and working for themselves. The Harvard teacher
2221, Jennifer Fleischner,Jennifer Fleischner
2222, observa: En aquellas mujeres negras,notes: In those black women
2223, trabajadoras y de clase media,workers and middle class
2224, Lizzy pudo ver posibilidades mas alla de la esclavitud para alguien como ella. Con un nuevo sabor de autonomia en la boca,Lizzy could see possibilities beyond slavery for someone like her. With a new taste of autonomy in the mouth
2225, pues nunca habia tenido tanta libertad de movimiento ni de pensamiento como aqui en Petersburgo,for I had never had as much freedom of movement or thought as here in Petersburg
2226, empezo a querer mas. 3 Otro traslado,I started to want more. 3 Other transfer
2227, esta vez a San Luis,this time to San Luis
2228, Missouri,Missouri
2229, cuando tenia vein- tinueve años de edad,when I was twenty-nine years old
2230, hizo que el sueño que albetgaba Kecldy en su interior se hiciera mas fuerte. La familia a la cual servia estaba experimentando epocas dificiles,He made Kecldy's dream inside him grow stronger. The family I served was experiencing difficult times
2231, asi que ella empezo a confeccionar vestidos no solo para las mujeres de aquella familia,So she started to make dresses not only for the women of that family
2232, sino tambien para otras damas prominentes de la sociedad del pueblo,but also for other prominent ladies of the people's society
2233, para ganar dinero.  Con mi aguja  recuerda Kecldy ,to earn money. With my needle remember Kecldy
2234, mantuve pan en las bocas de diecisiete personas por dos años y cinco meses . 4 Cada vez mas,I kept bread in the mouths of seventeen people for two years and five months. 4 More and more
2235, la independencia,the independence
2236, tanto legal como economica,both legal and economic
